-1.022209091186523438e+02,1.711748809814453125e+02
-1.021473464965820312e+02,1.703746185302734375e+02
-1.022895355224609375e+02,1.630062561035156250e+02
-1.029347381591796875e+02,1.694846496582031250e+02
-9.998485565185546875e+01,1.715344696044921875e+02
-1.035117721557617188e+02,1.692800598144531250e+02
-1.054008636474609375e+02,1.706474609375000000e+02
-1.049139022827148438e+02,1.739438629150390625e+02
-1.028250427246093750e+02,1.698747253417968750e+02
-1.038355178833007812e+02,1.720793151855468750e+02
-1.053749694824218750e+02,1.707282409667968750e+02
-1.033823242187500000e+02,1.685405426025390625e+02
-1.021158905029296875e+02,1.707663116455078125e+02
-1.037000045776367188e+02,1.715245056152343750e+02
-1.036403656005859375e+02,1.694223937988281250e+02
-1.040074310302734375e+02,1.702599487304687500e+02
-1.055496902465820312e+02,1.689536132812500000e+02
-1.044390716552734375e+02,1.722536315917968750e+02
-1.022006988525390625e+02,1.694091491699218750e+02
-1.042168350219726562e+02,1.737384948730468750e+02
-1.062902374267578125e+02,1.741735076904296875e+02
-1.046465377807617188e+02,1.706720886230468750e+02
-1.060200119018554688e+02,1.717510986328125000e+02
-1.038355255126953125e+02,1.731091613769531250e+02
-1.037588500976562500e+02,1.720390777587890625e+02
-1.051754531860351562e+02,1.716937561035156250e+02
-1.046219329833984375e+02,1.703257751464843750e+02
-1.035967559814453125e+02,1.732637176513671875e+02
-1.030549621582031250e+02,1.717828521728515625e+02
-1.034368438720703125e+02,1.706405792236328125e+02
-1.027288284301757812e+02,1.737992706298828125e+02
-1.043844375610351562e+02,1.716956634521484375e+02
-1.036867294311523438e+02,1.738559265136718750e+02
-1.020631484985351562e+02,1.710040893554687500e+02
-1.011859588623046875e+02,1.746149291992187500e+02
-1.007279663085937500e+02,1.689247589111328125e+02
-1.016816635131835938e+02,1.724361572265625000e+02
-1.030183486938476562e+02,1.724883575439453125e+02
-1.022162246704101562e+02,1.737421569824218750e+02
-1.054398803710937500e+02,1.707075042724609375e+02
-1.043134078979492188e+02,1.720721893310546875e+02
-1.030124282836914062e+02,1.733600463867187500e+02
-1.011668930053710938e+02,1.736775207519531250e+02
-1.025343780517578125e+02,1.716094360351562500e+02
-1.041649856567382812e+02,1.712708740234375000e+02
-1.050642852783203125e+02,1.696357574462890625e+02
-1.012740173339843750e+02,1.721332702636718750e+02
-1.019691696166992188e+02,1.741183013916015625e+02
-9.863771057128906250e+01,1.737324523925781250e+02
-1.024790496826171875e+02,1.702488098144531250e+02
-1.041445312500000000e+02,1.728634948730468750e+02
-1.002969589233398438e+02,1.746365661621093750e+02
-1.036357727050781250e+02,1.719312744140625000e+02
-1.018774261474609375e+02,1.745697784423828125e+02
-1.024210128784179688e+02,1.699890899658203125e+02
-1.019457015991210938e+02,1.717857360839843750e+02
-1.018624343872070312e+02,1.727650451660156250e+02
-1.039131622314453125e+02,1.721466674804687500e+02
-1.037039566040039062e+02,1.730170135498046875e+02
-1.034106063842773438e+02,1.703287506103515625e+02
-1.034424819946289062e+02,1.720946960449218750e+02
-1.036959381103515625e+02,1.726351470947265625e+02
-1.024778289794921875e+02,1.717686309814453125e+02
-1.039433517456054688e+02,1.715028533935546875e+02
-1.044432983398437500e+02,1.730891418457031250e+02
-1.112675247192382812e+02,1.404908752441406250e+02
-1.096577148437500000e+02,1.454712982177734375e+02
-1.074242019653320312e+02,1.529090881347656250e+02
-1.092867736816406250e+02,1.449227294921875000e+02
-1.089096832275390625e+02,1.387048950195312500e+02
-1.089289321899414062e+02,1.453654785156250000e+02
-1.070543365478515625e+02,1.452678833007812500e+02
-1.100252990722656250e+02,1.443890228271484375e+02
-1.009147872924804688e+02,1.451366729736328125e+02
-1.075478973388671875e+02,1.403603515625000000e+02
-1.094702835083007812e+02,1.428916015625000000e+02
-1.098094940185546875e+02,1.407382354736328125e+02
-1.081052551269531250e+02,1.435934448242187500e+02
-1.076675186157226562e+02,1.401323547363281250e+02
-1.083860168457031250e+02,1.483078613281250000e+02
-1.087475128173828125e+02,1.443650817871093750e+02
-1.070074386596679688e+02,1.490748138427734375e+02
-1.033420486450195312e+02,1.699049530029296875e+02
-1.031216964721679688e+02,1.769552001953125000e+02
-1.026455154418945312e+02,1.729622039794921875e+02
-1.043858337402343750e+02,1.713733215332031250e+02
-1.030731201171875000e+02,1.705311126708984375e+02
-1.021000213623046875e+02,1.722709960937500000e+02
-1.012163238525390625e+02,1.725460052490234375e+02
-1.042116241455078125e+02,1.723204803466796875e+02
-1.020978393554687500e+02,1.730462036132812500e+02
-1.029883804321289062e+02,1.728331604003906250e+02
-1.015713424682617188e+02,1.699416961669921875e+02
-1.038679428100585938e+02,1.729697570800781250e+02
-1.033940811157226562e+02,1.737750091552734375e+02
-1.029057006835937500e+02,1.714603881835937500e+02
-1.029682617187500000e+02,1.706280517578125000e+02
-1.033947296142578125e+02,1.732747192382812500e+02
-9.953601074218750000e+01,1.740300140380859375e+02
-1.042549667358398438e+02,1.704580383300781250e+02
-1.035275497436523438e+02,1.725833892822265625e+02
-1.035142593383789062e+02,1.693701477050781250e+02
-1.040356903076171875e+02,1.697736206054687500e+02
-1.040810546875000000e+02,1.713228912353515625e+02
-1.013486633300781250e+02,1.712296447753906250e+02
-1.018751144409179688e+02,1.707033081054687500e+02
-1.045567855834960938e+02,1.741316833496093750e+02
-1.026031112670898438e+02,1.694527130126953125e+02
-1.034532775878906250e+02,1.694242858886718750e+02
-1.049830551147460938e+02,1.727754669189453125e+02
-1.028988189697265625e+02,1.736121063232421875e+02
