-1.022209091186523438e+02,1.711748809814453125e+02,3.652340316772460938e+01,-3.001348114013671875e+01,2.087336158752441406e+01
-1.021473464965820312e+02,1.703746185302734375e+02,3.728289794921875000e+01,-2.648860168457031250e+01,1.425677013397216797e+01
-1.022895355224609375e+02,1.630062561035156250e+02,3.157797241210937500e+01,-1.087009429931640625e+01,6.459766864776611328e+00
-1.029347381591796875e+02,1.694846496582031250e+02,3.480711364746093750e+01,-2.424666595458984375e+01,1.649793052673339844e+01
-9.998485565185546875e+01,1.715344696044921875e+02,3.332852172851562500e+01,-3.158591270446777344e+01,1.640500450134277344e+01
-1.035117721557617188e+02,1.692800598144531250e+02,3.712769317626953125e+01,-2.634496498107910156e+01,2.285154914855957031e+01
-1.054008636474609375e+02,1.706474609375000000e+02,3.534089660644531250e+01,-2.362391281127929688e+01,1.831171417236328125e+01
-1.049139022827148438e+02,1.739438629150390625e+02,3.820143890380859375e+01,-2.783048439025878906e+01,1.714890861511230469e+01
-1.028250427246093750e+02,1.698747253417968750e+02,3.308828735351562500e+01,-3.120823478698730469e+01,1.469277954101562500e+01
-1.038355178833007812e+02,1.720793151855468750e+02,3.581295394897460938e+01,-2.623956108093261719e+01,1.760818290710449219e+01
-1.053749694824218750e+02,1.707282409667968750e+02,3.413726806640625000e+01,-3.059197425842285156e+01,1.431525897979736328e+01
-1.033823242187500000e+02,1.685405426025390625e+02,3.414921951293945312e+01,-2.778185653686523438e+01,1.923010826110839844e+01
-1.021158905029296875e+02,1.707663116455078125e+02,3.379252243041992188e+01,-2.829910469055175781e+01,1.957606124877929688e+01
-1.037000045776367188e+02,1.715245056152343750e+02,4.003501510620117188e+01,-2.834362602233886719e+01,1.771060371398925781e+01
-1.036403656005859375e+02,1.694223937988281250e+02,3.590389633178710938e+01,-2.740210533142089844e+01,2.016428756713867188e+01
-1.040074310302734375e+02,1.702599487304687500e+02,3.289294052124023438e+01,-2.906520080566406250e+01,1.736583137512207031e+01
-1.055496902465820312e+02,1.689536132812500000e+02,3.428225708007812500e+01,-2.597248840332031250e+01,1.687915611267089844e+01
-1.044390716552734375e+02,1.722536315917968750e+02,3.692807006835937500e+01,-3.031169700622558594e+01,1.611592292785644531e+01
