,Method,MAE,F1_Test,Time(s),T0,T1,T2,T3,T4,seed_data,seed_models
47,TrueTreat,0.4644480833351027,0.0,0.0,-0.07794591837187916,0.18225098090312603,0.0544551970190005,-0.22477294913678475,-0.6216951629069662,6,3
48,DA,0.16155754174513887,0.3773584905660377,183.89214944839478,0.015932343881391472,-0.05790534510535605,0.002987116012228018,0.10075633704321221,0.18172558959433058,6,4
49,CEVAE,0.19126922260454535,0.4919723003999883,381.6004066467285,,-0.05596015229821205,-0.01824253611266613,0.09554547071456909,0.14834924042224884,6,4
50,M3E2,0.11389215980887775,0.5724242424242424,179.17483162879944,-0.07735180109739304,-0.1829511970281601,-0.02605948969721794,0.1717011034488678,0.28969985246658325,6,4
51,TrueTreat,0.4644480833351027,0.0,0.0,-0.07794591837187916,0.18225098090312603,0.0544551970190005,-0.22477294913678475,-0.6216951629069662,6,4
52,DA,0.15522375463831845,0.3342013888888889,186.9395079612732,0.005626317443322194,-0.044085372334275286,-0.03827788130947633,0.12284758859596723,0.1741642754631234,6,5
53,CEVAE,0.19814792550410654,0.48984038176756095,366.34268498420715,-0.04161843657493591,-0.0659729540348053,,0.14190535247325897,0.14781343936920166,6,5
54,M3E2,0.13542120852264034,0.5633333333333334,180.94196152687073,-0.12133434414863586,-0.1672745645046234,-0.18877938389778137,0.22005882859230042,0.29788410663604736,6,5
55,TrueTreat,0.4644480833351027,0.0,0.0,-0.07794591837187916,0.18225098090312603,0.0544551970190005,-0.22477294913678475,-0.6216951629069662,6,5
56,DA,0.1662474977119383,0.37160751565762007,184.98947763442993,-0.01969256246016578,-0.048756911031659245,-0.0010817462744950647,0.09874266134976165,0.20099396358231492,6,6
57,CEVAE,0.16448085501489096,0.4880841537205612,404.0807111263275,-0.026083651930093765,-0.059833187609910965,-0.03206592798233032,0.1087874248623848,0.16411304473876953,6,6
58,M3E2,0.1241629178145753,0.5633333333333334,180.42213320732117,-0.12235946208238602,-0.11321529746055603,-0.13256239891052246,0.2230127453804016,0.35008904337882996,6,6
59,TrueTreat,0.4644480833351027,0.0,0.0,-0.07794591837187916,0.18225098090312603,0.0544551970190005,-0.22477294913678475,-0.6216951629069662,6,6
60,DA,0.1648206089982767,0.34111310592459604,184.60638117790222,0.0037687304626432545,-0.03846663353401357,-0.014537202402793966,0.0917939833156534,0.18845061363126903,6,7
61,CEVAE,0.15982179133909213,0.49428774914110385,407.17437863349915,0.004998267162591219,-0.042978644371032715,-0.0678381696343422,0.10797344893217087,0.1649886667728424,6,7
62,M3E2,0.11018788316043485,0.5706060606060606,181.09613156318665,-0.03926877677440643,-0.12845759093761444,-0.1263514906167984,0.19969460368156433,0.33873847126960754,6,7
63,TrueTreat,0.4644480833351027,0.0,0.0,-0.07794591837187916,0.18225098090312603,0.0544551970190005,-0.22477294913678475,-0.6216951629069662,6,7
64,DA,0.12176899373169733,0.012845215157353885,185.63697457313538,-0.12373903637350163,0.04909397213597025,0.001028812193774948,-0.052640150962195896,0.013141321474125387,7,0
65,CEVAE,0.14069551983897355,0.4788189465668502,406.06744146347046,-0.11056756973266602,0.016692280769348145,-0.0022637248039245605,-0.01569962501525879,-0.0022701621055603027,7,0
66,M3E2,0.11097701504628026,0.5336363636363637,179.59005403518677,-0.2891632914543152,0.007856057956814766,-0.025556934997439384,-0.17319287359714508,-0.026892201974987984,7,0
67,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,0
68,DA,0.11071787700207333,0.05361596009975062,181.09234356880188,-0.15268206206873042,0.05274149669695298,-0.014639340802426378,-0.05245535515930987,0.03319159743827907,7,1
69,CEVAE,0.13372712521379737,0.4772907422611366,316.855934381485,-0.11333159357309341,,0.011011813767254353,-0.02921438217163086,,7,1
70,M3E2,0.1196156121398028,0.5409090909090909,180.0631127357483,-0.20669668912887573,0.053914204239845276,-0.07208885997533798,-0.14527082443237305,-0.01506685558706522,7,1
71,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,1
72,DA,0.1295064800817398,0.037197768133911964,182.95752382278442,-0.13295361901370625,0.024212928470356797,-0.023392463053116694,-0.03917161967844794,0.009542451053119428,7,2
73,CEVAE,0.1663483744835441,0.4917799102507982,353.47372674942017,-0.11984040588140488,0.0026229622308164835,,-0.04358697310090065,0.006781757343560457,7,2
74,M3E2,0.155741618348163,0.5278787878787878,179.856276512146,-0.2359376847743988,-0.04926770552992821,-0.14578647911548615,-0.13394396007061005,-0.05938521772623062,7,2
75,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,2
76,DA,0.11992076588622322,0.07999999999999999,185.2781298160553,-0.09984738084650066,0.04493238889522475,-0.0059069806654497535,-0.07905504810250465,0.017085009469709013,7,3
77,CEVAE,0.13826799561204897,0.4901882062881138,415.47597074508667,-0.08424382656812668,0.028913920745253563,-0.023471979424357414,-0.046243101358413696,0.0027517082635313272,7,3
78,M3E2,0.14573448445449436,0.5251515151515151,183.31280493736267,-0.2002710998058319,-0.0035022245720028877,-0.086604043841362,-0.11308827996253967,-0.09948655962944031,7,3
79,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,3
80,DA,0.1205846644851074,0.07138607971445568,184.5971212387085,-0.10198983874467128,0.05014416407195495,-0.004362626922473739,-0.07211346513989433,0.014897220105973602,7,4
81,CEVAE,0.14664394022832203,0.48396625405485494,414.8627951145172,-0.08069537580013275,0.007884174585342407,-0.02434891276061535,-0.04988253489136696,-0.017312318086624146,7,4
82,M3E2,0.11962270568971575,0.5324242424242425,179.87011647224426,-0.19956353306770325,-0.004030343145132065,0.020444698631763458,-0.13705408573150635,0.006524561904370785,7,4
83,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,4
84,DA,0.1178224654511347,0.06502107164358821,183.2582905292511,-0.12246264796782294,0.05854717938688859,-0.027355704236354673,-0.03907375883607365,0.04818034636110869,7,5
85,CEVAE,0.13725682223151014,0.4861350309720577,407.1258935928345,-0.11467587202787399,0.019706370308995247,-0.03032723255455494,-0.043992817401885986,-0.00431138277053833,7,5
86,M3E2,0.1518325025289025,0.5318181818181819,178.66143703460693,-0.11785627156496048,-0.003687365213409066,-0.10882142931222916,-0.175308495759964,0.037060920149087906,7,5
87,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,5
88,DA,0.12106543758178523,0.06376456161863887,185.71399545669556,-0.11755084899404025,0.03892590830836728,-0.00958198794240846,-0.06751314077125463,0.010285457531032915,7,6
89,CEVAE,0.14195443661137436,0.4774731070426167,384.41907358169556,-0.0983147993683815,,-0.01058506965637207,-0.046774838119745255,0.011213898658752441,7,6
90,M3E2,0.1451567938542837,0.5372727272727272,180.06770968437195,-0.2048874944448471,-0.06325167417526245,0.0020919041708111763,-0.16099834442138672,-0.06165704503655434,7,6
91,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,6
92,DA,0.12341873004698853,0.20239958268127284,184.41800045967102,-0.10802314121652998,0.05957998743788532,-0.01428607122575545,-0.04890914243438916,0.010700705473221033,7,7
93,CEVAE,0.13963035127083348,0.4728156615612746,407.9339427947998,-0.08010995388031006,0.020158113911747932,-0.008247685618698597,-0.05560636520385742,-0.01575794816017151,7,7
94,M3E2,0.12631206462095068,0.5427272727272727,180.63427829742432,-0.1509159505367279,0.08106229454278946,-0.07486994564533234,-0.0818801000714302,-0.04052816703915596,7,7
95,TrueTreat,0.33857225496420196,0.0,0.0,0.422631425950089,-0.1164843426352082,0.0082050409196461,0.10187907074912696,-0.19723075715643465,7,7
96,DA,0.22444177557345507,0.296730112249878,182.93828129768372,-0.03708374735666903,-0.08817169334806639,0.12939196430993094,0.1371892311127884,0.21759433874709283,8,0
97,CEVAE,0.24107017634985423,0.4839943127649679,407.65740966796875,0.0265860166400671,-0.03688766807317734,0.15494531393051147,0.12912437319755554,0.20335249602794647,8,0
98,M3E2,0.15974404233304532,0.6021212121212122,180.49461936950684,-0.10933977365493774,-0.12242792546749115,0.2758718430995941,0.21484917402267456,0.3549429774284363,8,0
99,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,0
100,DA,0.220122246094757,0.30644342973110095,183.6972119808197,-0.006441079264626534,-0.06840933980287028,0.1637435636250366,0.143807196521126,0.22006230665095056,8,1
101,CEVAE,0.2551628858464715,0.48738269911356413,408.1953692436218,0.041526295244693756,-0.007433503866195679,0.15893615782260895,0.1412801891565323,0.16113673150539398,8,1
102,M3E2,0.17351188677159818,0.6006060606060606,183.65022230148315,-0.05684882402420044,-0.12545043230056763,0.2549747824668884,0.16076047718524933,0.30557605624198914,8,1
103,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,1
104,DA,0.2230469635913698,0.2533121356650768,182.0709273815155,-0.022890129049144142,-0.07440769858456604,0.18392927642702317,0.10219249991442511,0.20459819419476574,8,2
105,CEVAE,0.21575710769005935,0.478340472027293,405.5751965045929,0.017695901915431023,0.005998855456709862,0.17943552136421204,0.11018262803554535,,8,2
106,M3E2,0.18032695370523005,0.600909090909091,180.16846585273743,-0.12791094183921814,-0.1288686841726303,0.3371121287345886,0.12584151327610016,0.29192620515823364,8,2
107,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,2
108,DA,0.21331956222826204,0.2610030706243603,190.0777132511139,-0.022497675602353627,-0.08027626719576204,0.1630016239978795,0.13167406625559525,0.2390272721454943,8,3
109,CEVAE,0.22910459420365775,0.48998415515910027,348.0038151741028,0.016704708337783813,-0.016292553395032883,0.19328445196151733,,0.24719665944576263,8,3
110,M3E2,0.1472050906976846,0.5912121212121212,179.10403060913086,-0.0916183739900589,-0.21049107611179352,0.31773948669433594,0.1624714583158493,0.3223632574081421,8,3
111,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,3
112,DA,0.2175804741331918,0.3046092184368738,183.4011528491974,-0.020955452179883486,-0.06872440227158527,0.16305157614418347,0.13456892483487795,0.22787199024190574,8,4
113,CEVAE,0.24797185851809952,0.4825093044569037,414.98457431793213,0.023638220503926277,-0.010673820972442627,0.18539772927761078,0.09960834681987762,0.1911737471818924,8,4
114,M3E2,0.14348311255482704,0.6045454545454545,182.15141439437866,-0.057507432997226715,-0.021843763068318367,0.40914028882980347,0.2058379352092743,0.3607422411441803,8,4
115,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,4
116,DA,0.2292818995704542,0.24514038876889846,185.15270519256592,-0.04703877243981675,-0.0626110005289581,0.1582621835292384,0.11414998678494649,0.22307846177288781,8,5
117,CEVAE,0.23786612680730795,0.48621850184269366,415.96264696121216,0.011300057172775269,-0.0283099003136158,0.18933238089084625,0.11911436170339584,0.18828749656677246,8,5
118,M3E2,0.14342163818685086,0.5981818181818181,180.66113305091858,-0.050459787249565125,-0.1468850076198578,0.3494602143764496,0.14380371570587158,0.3506750166416168,8,5
119,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,5
120,DA,0.218816771525873,0.2592791823561054,185.25082182884216,-0.03661744398268963,-0.08050752791826964,0.159885499162606,0.13906629132905915,0.22054662597187477,8,6
121,CEVAE,0.19448090330892126,0.47810039648655567,374.71750593185425,0.011640483513474464,-0.02854257822036743,0.18214502930641174,0.15198108553886414,,8,6
122,M3E2,0.15402672755328686,0.6066666666666667,183.74718618392944,-0.09638088196516037,-0.22621868550777435,0.2794768214225769,0.1830565333366394,0.29496756196022034,8,6
123,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,6
124,DA,0.2183817857604251,0.2876219825372368,185.37155842781067,-0.023581546453504715,-0.05721106597007676,0.17456766071096194,0.1355618595659034,0.22180438943292205,8,7
125,CEVAE,0.24169919979957458,0.49073913454783813,381.2840130329132,0.033058010041713715,-0.0008695526048541069,,0.09615692496299744,0.18556687235832214,8,7
126,M3E2,0.18846182244626553,0.5996969696969697,183.0794279575348,-0.1609010547399521,-0.23157179355621338,0.26208949089050293,0.11578425765037537,0.2666187584400177,8,7
127,TrueTreat,0.6812298865353579,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,8,7
