,Method,MAE,F1_Test,Time(s),T0,seed_data,seed_models
71,Dragonnet,0.06705789914224969,1.114471614516953,10.249583721160889,3.983780860900879,2,6
72,CEVAE,0.23379640927408563,1.1504672765731812,14.9787437915802,3.817042350769043,2,6
73,M3E2,0.32951693883036004,1.5002777576446533,16.245408296585083,3.7213218212127686,2,6
74,TrueTreat,8.101677520086257,0.0,0.0,-4.050838760043129,2,6
75,DA,0.22187644737358792,1.0438078710924712,2.76798939704895,3.8289623126695407,2,7
76,Dragonnet,0.0927006686678089,0.9899979564896055,5.673626661300659,4.1435394287109375,2,7
77,CEVAE,1.296825698519691,1.0841889381408691,15.122463464736938,2.7540130615234375,2,7
78,M3E2,0.17419772496317254,1.571996808052063,16.63043451309204,3.876641035079956,2,7
79,TrueTreat,8.101677520086257,0.0,0.0,-4.050838760043129,2,7
80,DA,0.26678859436586055,1.2312332636690164,2.7218189239501953,3.83237505360544,3,0
81,Dragonnet,0.1803108418799919,1.1206266303186792,10.821489334106445,3.9188528060913086,3,0
82,CEVAE,0.38846051343455734,1.114636778831482,15.085432291030884,3.710703134536743,3,0
83,M3E2,0.12383067258372726,2.5037693977355957,16.255016326904297,3.9753329753875732,3,0
84,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,0
85,DA,0.18615424950424275,1.2221281876886427,2.8071484565734863,3.9130093984670578,3,1
86,Dragonnet,0.0856577123023552,1.1203900416150125,6.724487781524658,4.013505935668945,3,1
87,CEVAE,0.10120761744007645,1.2046582698822021,15.198195219039917,4.200371265411377,3,1
88,M3E2,0.4139031136848015,1.6675117015838623,16.237103700637817,3.685260534286499,3,1
89,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,1
90,DA,0.18336982904705312,1.4775092359022943,2.731916666030884,3.9157938189242474,3,2
91,Dragonnet,0.181287642798571,1.2205315406219688,10.600042819976807,3.9178760051727295,3,2
92,CEVAE,0.11433351389393387,1.2829934358596802,15.239555835723877,4.213497161865234,3,2
93,M3E2,0.05746996053233566,1.8494540452957153,16.22517728805542,4.041693687438965,3,2
94,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,2
95,DA,0.24136036982680853,1.109215662127026,2.775789976119995,3.857803278144492,3,3
96,Dragonnet,0.03521192423328934,1.0589856039574923,11.097846746444702,4.13437557220459,3,3
97,CEVAE,0.1605876719139534,1.2812663316726685,15.154832601547241,4.259751319885254,3,3
98,M3E2,0.30389749654307785,1.594321846961975,16.23832678794861,3.7952661514282227,3,3
99,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,3
100,DA,0.11358948188896001,1.3509053798247734,2.6959786415100098,3.9855741660823405,3,4
101,Dragonnet,0.04522455088123856,1.3910833790448225,6.379193305969238,4.144388198852539,3,4
102,CEVAE,1.7712186539985222,1.424370527267456,14.999249458312988,2.3279449939727783,3,4
103,M3E2,0.003797892250867463,1.8661843538284302,16.17047119140625,4.102961540222168,3,4
104,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,4
105,DA,0.12587818607625456,1.4087559556554918,2.6915364265441895,3.973285461895046,3,5
106,Dragonnet,0.04967271932139816,1.2792381170501876,5.733302593231201,4.049490928649902,3,5
107,CEVAE,0.0034574305199104316,1.4650743007659912,15.062074899673462,4.102621078491211,3,5
108,M3E2,0.1651102269507927,1.9697617292404175,16.17485785484314,3.934053421020508,3,5
109,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,5
110,DA,0.08995684035081997,1.2691852940169501,3.0010459423065186,4.0092068076204805,3,6
111,Dragonnet,0.0446435178138298,1.067322540599053,7.008481740951538,4.054520130157471,3,6
112,CEVAE,0.02487743250355301,1.1352766752243042,15.057977199554443,4.1240410804748535,3,6
113,M3E2,0.04282104619517746,2.115605115890503,16.375077962875366,4.056342601776123,3,6
114,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,6
115,DA,0.14668821535351118,1.4854474092729835,2.7573492527008057,3.9524754326177893,3,7
116,Dragonnet,0.13323247083201828,1.3248310681508921,6.265480995178223,3.9659311771392822,3,7
117,CEVAE,1.6524940694190544,1.5261150598526,15.041076183319092,2.446669578552246,3,7
118,M3E2,0.21477735392078934,2.7506532669067383,16.122316598892212,4.31394100189209,3,7
119,TrueTreat,8.198327295942601,0.0,0.0,-4.0991636479713005,3,7
120,DA,0.43925416598694644,1.7835963806810229,2.739381790161133,3.834424291451548,4,0
121,Dragonnet,0.18882099360182458,1.3475528931632679,6.266210556030273,4.08485746383667,4,0
122,CEVAE,1.5956629869337338,1.3015878200531006,14.931018590927124,2.6780154705047607,4,0
123,M3E2,0.14873424738600427,3.8461148738861084,16.20571756362915,4.12494421005249,4,0
124,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,0
125,DA,0.5783670689167684,1.4852683803739826,3.042376756668091,3.695311388521726,4,1
126,Dragonnet,0.3583141919966,1.4965963022114992,9.771545171737671,3.9153642654418945,4,1
127,CEVAE,2.8728245851393,1.148746371269226,15.020642757415771,1.4008538722991943,4,1
128,M3E2,0.6275221464033383,3.5724968910217285,16.297273635864258,3.6461563110351562,4,1
129,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,1
130,DA,0.4411630694277364,1.5399801492446197,2.7212023735046387,3.832515388010758,4,2
131,Dragonnet,0.16421762675001794,1.5384267373827938,9.539931535720825,4.109460830688477,4,2
132,CEVAE,0.15865405827805823,1.3353450298309326,15.060061693191528,4.432332515716553,4,2
133,M3E2,0.33319798678114587,3.5473880767822266,16.333380937576294,3.9404804706573486,4,2
134,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,2
135,DA,0.28318222943453275,1.8487078402852741,2.7418622970581055,3.9904962280039618,4,3
136,Dragonnet,0.3499585744734066,1.411406234933311,13.714126110076904,3.923719882965088,4,3
137,CEVAE,0.1925986650590641,1.3750333786010742,14.857467412948608,4.466277122497559,4,3
138,M3E2,0.3812078592176693,4.179183483123779,16.14662265777588,3.892470598220825,4,3
139,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,3
140,DA,0.16439105569239398,1.5783985284968118,2.997800827026367,4.1092874017461005,4,4
141,Dragonnet,0.2022530195112484,1.4727780933484733,6.005695343017578,4.071425437927246,4,4
142,CEVAE,3.221901094615008,1.2571929693222046,15.022794723510742,1.0517773628234863,4,4
143,M3E2,0.29910627573683435,3.135084390640259,16.42866015434265,3.97457218170166,4,4
144,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,4
145,DA,0.10390158134520355,1.6830049177956377,2.7340104579925537,4.169776876093291,4,5
146,Dragonnet,0.39284101694777185,1.3810490070273886,13.289740085601807,3.8808374404907227,4,5
147,CEVAE,0.001450860798810183,1.162889838218689,15.0865159034729,4.275129318237305,4,5
148,M3E2,0.19768491953566247,3.4587600231170654,16.148926973342896,4.075993537902832,4,5
149,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,5
150,DA,0.1383514115027049,1.5024135594509063,2.745601177215576,4.13532704593579,4,6
151,Dragonnet,0.16624561518385583,1.3379032909558037,12.506861448287964,4.107432842254639,4,6
152,CEVAE,0.10540374547288245,1.1576441526412964,14.900916576385498,4.379082202911377,4,6
153,M3E2,0.15928665369703943,3.160278797149658,16.03076958656311,4.114391803741455,4,6
154,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,6
155,DA,0.49352659794057274,1.4741757222466716,2.9717681407928467,3.7801518594979218,4,7
156,Dragonnet,0.2882980462904232,1.4016133523513197,7.1970038414001465,3.9853804111480713,4,7
157,CEVAE,0.9937786218519467,1.1416739225387573,14.805518388748169,3.279899835586548,4,7
158,M3E2,0.12738641530320471,4.61101770401001,16.08057403564453,4.401064872741699,4,7
159,TrueTreat,8.547356914876989,0.0,0.0,-4.2736784574384945,4,7
160,DA,0.16494397441846953,2.4083625865496914,2.7476091384887695,4.327383682124687,5,0
161,Dragonnet,0.22747671227669297,1.7728691697755832,12.268118619918823,4.38991641998291,5,0
162,CEVAE,1.1328116617701012,1.2975330352783203,15.00470232963562,5.295251369476318,5,0
163,M3E2,0.0989354886510414,5.346900939941406,16.050522089004517,4.063504219055176,5,0
164,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,0
165,DA,0.3260050306430311,2.474269540815376,2.7220516204833984,3.836434677063186,5,1
166,Dragonnet,0.11632097143912734,1.821505882230117,11.2762131690979,4.04611873626709,5,1
167,CEVAE,0.5249248705408531,1.2929668426513672,14.852733373641968,4.68736457824707,5,1
168,M3E2,0.04111349206184922,7.347995281219482,16.027074813842773,4.203553199768066,5,1
169,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,1
170,DA,0.1151460002138931,3.0750188216670464,2.9999594688415527,4.27758570792011,5,2
171,Dragonnet,0.07046878714347304,1.7040709093510336,12.205964803695679,4.091970920562744,5,2
172,CEVAE,0.9270790853002113,1.147417426109314,14.915378332138062,3.235360622406006,5,2
173,M3E2,0.009341124484781638,8.124217987060547,16.050000190734863,4.1530985832214355,5,2
174,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,2
175,DA,0.25011363086904304,2.6237683651609722,2.726149320602417,4.41255333857526,5,3
176,Dragonnet,0.11912262063240586,1.5816300744243001,11.159797668457031,4.281562328338623,5,3
177,CEVAE,1.5076857767603355,1.2706185579299927,14.91482138633728,5.670125484466553,5,3
178,M3E2,0.03532278161263047,6.58489465713501,16.109875202178955,4.197762489318848,5,3
179,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,3
180,DA,0.08742102772022076,2.4898982464492785,2.7384328842163086,4.249860735426438,5,4
181,Dragonnet,0.1502794064977211,1.7348240838210383,7.37540864944458,4.012160301208496,5,4
182,CEVAE,1.6571775712468666,1.1296361684799194,14.831775188446045,2.5052621364593506,5,4
183,M3E2,0.03102552514290391,5.900157451629639,16.12056279182434,4.193465232849121,5,4
184,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,4
185,DA,0.13866231815027508,2.7969013480896705,2.731182336807251,4.301102025856492,5,5
186,Dragonnet,0.08955967049812852,1.7921171797818953,6.929877281188965,4.251999378204346,5,5
187,CEVAE,1.697710637042765,1.30376398563385,14.881879568099976,2.464729070663452,5,5
188,M3E2,0.16064512353157578,6.984475612640381,16.068931102752686,4.323084831237793,5,5
189,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,5
190,DA,0.0827818028575571,2.6158127655270027,2.6822776794433594,4.245221510563774,5,6
191,Dragonnet,0.037540551235433206,1.9936422766551773,12.735494136810303,4.19998025894165,5,6
192,CEVAE,0.06943571191048203,1.7205944061279297,14.901872158050537,4.231875419616699,5,6
193,M3E2,0.12279665093636094,6.923546314239502,16.14369010925293,4.285236358642578,5,6
194,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,6
195,DA,0.07689793200734485,2.6853897097368282,2.714345693588257,4.239337639713562,5,7
196,Dragonnet,0.05614292245125352,1.9246314784441905,11.58393120765686,4.218582630157471,5,7
197,CEVAE,0.2878409586451012,1.2635971307754517,14.83286166191101,4.450280666351318,5,7
198,M3E2,0.036739464809651956,7.640747547149658,16.122042655944824,4.199179172515869,5,7
199,TrueTreat,8.324879415412434,0.0,0.0,-4.162439707706217,5,7
200,DA,0.10314174895479589,1.1358202800574357,2.719156265258789,3.9008258453457376,6,0
201,Dragonnet,0.005144763792728213,1.0540072593090928,7.945764541625977,4.009112358093262,6,0
202,CEVAE,1.720704626237179,1.0651546716690063,14.90530514717102,2.2832629680633545,6,0
203,M3E2,0.0831297151196253,1.622678279876709,16.056549072265625,3.920837879180908,6,0
204,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,0
205,DA,0.0102093402014507,1.0313566321256624,2.6977405548095703,3.993758254099083,6,1
206,Dragonnet,0.0809624902355921,0.9956118752877985,6.19699239730835,3.9230051040649414,6,1
207,CEVAE,0.16759889205810907,1.0283641815185547,14.82497501373291,4.171566486358643,6,1
208,M3E2,0.007873844300533506,1.5301414728164673,16.146788597106934,3.99609375,6,1
209,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,1
210,DA,0.004406350010437432,1.131890612316822,2.995788335800171,3.999561244290096,6,2
211,Dragonnet,0.1824642904650915,1.0103106857470774,10.096351146697998,4.186431884765625,6,2
212,CEVAE,0.09686715522887823,1.142215371131897,14.769522428512573,3.9071004390716553,6,2
213,M3E2,0.06535727897765753,2.0332894325256348,16.035612106323242,3.938610315322876,6,2
214,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,2
215,DA,0.007753797434549625,1.2560171922616417,2.7371394634246826,4.011721391735083,6,3
216,Dragonnet,0.09402673324463251,1.1806090184004125,6.03006649017334,4.097994327545166,6,3
217,CEVAE,0.10335748275635126,1.1965727806091309,14.91889214515686,4.107325077056885,6,3
218,M3E2,0.09478409210326788,1.9001988172531128,16.11256694793701,3.9091835021972656,6,3
219,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,3
220,DA,0.07546456325140527,1.2615550019642368,2.6956787109375,3.9285030310491282,6,4
221,Dragonnet,0.19225008407714483,1.0879507352896884,9.509440660476685,3.8117175102233887,6,4
222,CEVAE,0.6770859471905482,1.1048047542572021,14.954939842224121,3.3268816471099854,6,4
223,M3E2,0.11097056785705206,1.7820367813110352,16.02762484550476,3.8929970264434814,6,4
224,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,4
225,DA,0.07407236866502442,1.101662413350929,2.718973398208618,3.929895225635509,6,5
226,Dragonnet,0.12473328033568976,1.0651614324861463,7.312150239944458,3.8792343139648438,6,5
227,CEVAE,1.9807887784588587,1.1343295574188232,14.98574948310852,2.023178815841675,6,5
228,M3E2,0.03679568687560675,1.4089713096618652,16.193262100219727,3.9671719074249268,6,5
229,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,5
230,DA,0.06004349636266637,1.2368411448893322,2.7626707553863525,3.943924097937867,6,6
231,Dragonnet,0.018759418333743838,1.1164789562047668,7.01063871383667,4.022727012634277,6,6
232,CEVAE,0.1828004606616247,1.2017849683761597,15.002610206604004,4.186768054962158,6,6
233,M3E2,0.07158262649657843,2.345673084259033,16.091957569122314,3.932384967803955,6,6
234,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,6
235,DA,0.07307119278965146,1.2964323531285442,2.79276967048645,3.930896401510882,6,7
236,Dragonnet,0.009642291868900088,1.1800352449787326,11.221965312957764,4.013609886169434,6,7
237,CEVAE,0.33878595749023077,1.2750587463378906,15.096452951431274,3.6651816368103027,6,7
238,M3E2,0.04217584053161261,1.8907536268234253,16.25148034095764,3.961791753768921,6,7
239,TrueTreat,8.007935188601067,0.0,0.0,-4.0039675943005335,6,7
240,DA,0.23559395288057372,1.0977874605638607,2.747317314147949,3.754955540339734,7,0
241,Dragonnet,0.4519223455457473,1.051297306098772,8.058329105377197,3.5386271476745605,7,0
242,CEVAE,0.3689939264325881,1.1387253999710083,14.997271299362183,3.6215555667877197,7,0
243,M3E2,0.29118340053842307,1.4023462533950806,16.17733907699585,3.6993660926818848,7,0
244,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,0
245,DA,0.10086907027959624,1.20355421556933,2.7572131156921387,3.8896804229407116,7,1
246,Dragonnet,0.24638216533944846,1.1826491237953618,5.810399770736694,3.7441673278808594,7,1
247,CEVAE,0.005920242878935333,1.2263776063919067,15.184303045272827,3.996469736099243,7,1
248,M3E2,0.11467282810495139,1.2921676635742188,16.048251152038574,3.8758766651153564,7,1
249,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,1
250,DA,0.30136593311946314,1.1248073010513193,2.7668356895446777,3.6891835601008447,7,2
251,Dragonnet,0.3733886961011672,1.1964802379883803,6.502615690231323,3.6171607971191406,7,2
252,CEVAE,0.6667896989850783,1.3651982545852661,14.895333051681519,3.3237597942352295,7,2
253,M3E2,0.3462909940748,1.4938510656356812,16.08906364440918,3.644258499145508,7,2
254,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,2
255,DA,0.1569884341072414,1.1779524269798518,2.7225141525268555,3.8335610591130664,7,3
256,Dragonnet,0.07987468281076193,1.1429856059720858,6.698604106903076,3.910674810409546,7,3
257,CEVAE,0.2990459684400344,1.2795857191085815,15.017306804656982,3.6915035247802734,7,3
258,M3E2,0.2803744558362746,1.1619791984558105,16.229499578475952,3.710175037384033,7,3
259,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,3
260,DA,0.3447531349426556,1.0988225942055565,2.724398374557495,3.6457963582776522,7,4
261,Dragonnet,0.28886048832223654,1.17262291331621,7.313545227050781,3.7016890048980713,7,4
262,CEVAE,0.5923468355207229,1.3019099235534668,15.064876317977905,3.398202657699585,7,4
263,M3E2,0.393480468180635,1.5061023235321045,16.027648448944092,3.597069025039673,7,4
264,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,4
265,DA,0.2846958246211395,1.1179676908746905,2.7173428535461426,3.7058536685991683,7,5
266,Dragonnet,0.30311291256234885,1.203008493136382,6.005227565765381,3.687436580657959,7,5
267,CEVAE,0.3924628976850295,1.2059985399246216,14.95768141746521,3.5980865955352783,7,5
268,M3E2,0.18522326984689474,1.2428535223007202,16.00058388710022,3.805326223373413,7,5
269,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,5
270,DA,0.3087072841056222,1.1000662879279246,2.7179222106933594,3.6818422091146856,7,6
271,Dragonnet,0.34391348400399924,1.1203692012909714,5.869311332702637,3.6466360092163086,7,6
272,CEVAE,0.3794609788923049,1.1730823516845703,14.973913192749023,3.611088514328003,7,6
273,M3E2,0.29923574962899924,1.3982826471328735,16.040910243988037,3.6913137435913086,7,6
274,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,6
275,DA,0.13205023493781454,0.8853670491169647,2.7081825733184814,3.8584992582824933,7,7
276,Dragonnet,0.26119940319345236,0.938920119049687,6.491681337356567,3.7293500900268555,7,7
277,CEVAE,0.689411807444551,1.1415371894836426,15.009431838989258,3.301137685775757,7,7
278,M3E2,0.11154406109140158,1.0741512775421143,15.98118257522583,3.8790054321289062,7,7
279,TrueTreat,7.981098986440616,0.0,0.0,-3.990549493220308,7,7
280,DA,0.18035103784713868,1.6653800315400797,2.9740707874298096,4.034004393481365,8,0
281,Dragonnet,0.02670828918220014,1.3143608188068823,8.524543046951294,3.8269450664520264,8,0
282,CEVAE,0.27271096328498334,1.1370632648468018,14.919485092163086,3.580942392349243,8,0
283,M3E2,0.15163819411994428,2.896413803100586,16.004173517227173,3.7020151615142822,8,0
284,TrueTreat,7.707306711268453,0.0,0.0,-3.8536533556342265,8,0
285,DA,0.08835415401567559,1.733725026535466,2.7302069664001465,3.942007509649902,8,1
286,Dragonnet,0.10477654556037397,1.4570517633792939,7.529182434082031,3.7488768100738525,8,1
287,CEVAE,0.22792394539116412,1.3346552848815918,15.057804822921753,4.081577301025391,8,1
288,M3E2,0.08191664596794634,3.746277093887329,16.025927305221558,3.935570001602173,8,1
289,TrueTreat,7.707306711268453,0.0,0.0,-3.8536533556342265,8,1
290,DA,0.08042733521904388,1.8212211358304704,2.7045505046844482,3.9340806908532704,8,2
291,Dragonnet,0.29536883453132123,1.5315333699332168,9.833205223083496,3.5582845211029053,8,2
292,CEVAE,0.11838714698554487,1.3723098039627075,14.75026822090149,3.7352662086486816,8,2
293,M3E2,0.25531904319526166,3.8282203674316406,15.97314977645874,3.598334312438965,8,2
294,TrueTreat,7.707306711268453,0.0,0.0,-3.8536533556342265,8,2
295,DA,0.190262522945984,2.1152699330651323,2.711758852005005,4.0439158785802105,8,3
296,Dragonnet,0.21970359901191205,1.761884769321706,12.11344599723816,3.6339497566223145,8,3
297,CEVAE,0.2396070204138896,1.6464310884475708,14.908260822296143,3.614046335220337,8,3
298,M3E2,0.043380900418772406,3.6570990085601807,16.05075240135193,3.810272455215454,8,3
299,TrueTreat,7.707306711268453,0.0,0.0,-3.8536533556342265,8,3
300,DA,0.14515999379135858,1.9113951608643294,2.693408727645874,3.998813349425585,8,4
301,Dragonnet,0.19920937637092084,1.499343474305089,8.255120038986206,3.6544439792633057,8,4
302,CEVAE,2.6007547817587993,1.2876534461975098,15.122888803482056,1.2528985738754272,8,4
303,M3E2,0.3284124575019023,3.2141246795654297,16.019036531448364,3.525240898132324,8,4
304,TrueTreat,7.707306711268453,0.0,0.0,-3.8536533556342265,8,4
305,DA,0.1745941101129893,1.8624772962127603,2.752729892730713,3.679059245521237,8,5
306,Dragonnet,0.27350656608344526,1.5629285759143499,6.60362696647644,3.5801467895507812,8,5
307,CEVAE,1.352689906156077,1.6293243169784546,14.840633392333984,2.5009634494781494,8,5
308,M3E2,0.4007450781226298,3.6506946086883545,16.018465042114258,3.4529082775115967,8,5
309,TrueTreat,7.707306711268453,0.0,0.0,-3.8536533556342265,8,5
310,DA,0.3342872676955082,2.1743071073554114,2.7075257301330566,4.187940623329735,8,6
311,Dragonnet,0.1331035337805888,1.8005628858439122,6.271536827087402,3.7205498218536377,8,6
312,CEVAE,0.30338255981208295,1.5509461164474487,14.828516244888306,3.5502707958221436,8,6
313,M3E2,0.1825839720130107,4.795095443725586,16.07627820968628,3.671069383621216,8,6
