,Method,MAE,F1_Test,Time(s),T0,T1,T2,T3,T4,T5,T6,T7,T8,seed_data,seed_models
116,Dragonnet,0.20854481588615337,0.47762624064735476,350.9901604652405,0.010073740966618061,-0.014995088800787926,0.10682480782270432,-0.10211090743541718,0.14775200188159943,0.004416401498019695,-0.027321824803948402,0.06848140805959702,0.09380971640348434,2,7
117,CEVAE,0.22330164242159212,0.4869894510834411,703.2761232852936,,-0.03157573938369751,0.1573072373867035,-0.05528732016682625,0.1409081071615219,0.06093323230743408,0.002841770648956299,0.1108916625380516,,2,7
118,M3E2,0.178727074625393,0.5860606060606061,288.99333667755127,-0.04970400780439377,-0.10477308183908463,0.20873627066612244,-0.303354412317276,0.15996284782886505,0.014866962097585201,-0.03817649185657501,0.14875054359436035,0.09478495270013809,2,7
119,TrueTreat,0.0,0.0,0.0,0.10418946185136765,0.014066706806582369,0.5340490239171135,-0.41006770210124716,0.4483588962987158,0.210436841414051,-0.1257203542895107,0.3113220216518079,0.26448805471558473,2,7
120,DA,0.11565355646340097,0.2913085004775549,221.73282885551453,-0.14597524820125396,-0.044832982542586886,-0.0030692262897635634,0.15166143369753401,0.018442009123971783,-0.011787808579876251,0.017384866740368266,0.036774307204055605,-0.05452527227915941,3,0
121,Dragonnet,0.11917948800084781,0.4758939112156658,343.5169417858124,-0.1868772953748703,-0.01326341275125742,-0.04490487650036812,0.1240251362323761,0.017821693792939186,-0.04327863082289696,-0.009409098885953426,0.07963674515485764,-0.05218680202960968,3,0
122,CEVAE,0.13801101265622695,0.4880621240511506,787.9558138847351,-0.12060225009918213,-0.01701907441020012,0.03241032361984253,0.11178803443908691,0.015971986576914787,-0.043711960315704346,-0.014643131755292416,0.03630414605140686,-0.06031018868088722,3,0
123,M3E2,0.12775784416464703,0.5636363636363636,290.24442291259766,-0.2656441032886505,-0.16227439045906067,-0.016190744936466217,0.2113426774740219,-0.03407122194766998,-0.06965813785791397,-0.024676214903593063,-0.02953275293111801,-0.14833132922649384,3,0
124,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,0
125,DA,0.112686188352307,0.169060773480663,221.9957354068756,-0.17639892421608244,-0.06406474909572518,0.004868972576253909,0.15627599443032275,0.02012909541762443,-0.0290515696747675,0.03134289106005789,0.01690139485135641,-0.031344159500917554,3,1
126,Dragonnet,0.13330827100606868,0.4836607992575945,347.1004683971405,-0.17322847247123718,-0.017592858523130417,-0.058965105563402176,0.08423912525177002,0.07198211550712585,-0.041134484112262726,0.07699786871671677,0.015258529223501682,-0.07661842554807663,3,1
127,CEVAE,0.14243177174377455,0.48780927545553177,723.3506557941437,-0.1371021270751953,-0.05477619171142578,,0.12028753012418747,-0.02225184626877308,-0.02997639589011669,-0.015818655490875244,,-0.029306888580322266,3,1
128,M3E2,0.11534095764100741,0.5636363636363636,290.8468358516693,-0.3344142735004425,-0.0858437642455101,0.03806652873754501,0.24874885380268097,-0.05737192928791046,-0.10794111341238022,-0.009795940481126308,0.01284736581146717,-0.1140383630990982,3,1
129,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,1
130,DA,0.11735676459609021,0.1949616648411829,219.61603307724,-0.1641475144216051,-0.04961299381138381,0.034018681477684665,0.15449476673694693,0.005031835663465826,-0.001037131569273365,0.02328037704202484,0.028784267104034717,-0.048607808643388185,3,2
131,Dragonnet,0.12995474035650273,0.48591218567333044,340.10349559783936,-0.1955898404121399,-0.044428467750549316,0.03003063052892685,0.08020170778036118,0.011232203803956509,-0.0723947286605835,0.02927776239812374,0.04290434718132019,-0.06090784817934036,3,2
132,CEVAE,0.13499743720664106,0.4929063152205441,775.9191439151764,-0.12096383422613144,-0.0610891617834568,0.040477871894836426,0.09139645099639893,-0.004306167364120483,-0.008467704057693481,-0.014304219745099545,0.030342213809490204,-0.05850363150238991,3,2
133,M3E2,0.11104453019931321,0.5581818181818182,281.0224690437317,-0.34536176919937134,-0.16254566609859467,0.06643643230199814,0.25800150632858276,-0.030263656750321388,-0.08355353772640228,-0.012828366830945015,0.012706274166703224,-0.08538858592510223,3,2
134,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,2
135,DA,0.11393704304656582,0.24602767811378778,210.32161259651184,-0.16080332703587405,-0.06735679941327835,-0.0010026903846583174,0.16394527162189715,0.043994499791471735,0.013717924034627394,0.03296523602548755,-0.00701439078272895,-0.0849360125228055,3,3
136,Dragonnet,0.13303557799203308,0.48806013657729547,334.0470914840698,-0.12599219381809235,-0.06346423923969269,0.014673908241093159,0.19705046713352203,0.025499051436781883,-0.06879199296236038,0.022453511133790016,0.017256811261177063,-0.16932529211044312,3,3
137,CEVAE,0.13189197607485972,0.4876959829939715,747.0511889457703,-0.12675124406814575,-0.06424583494663239,0.011688964441418648,0.11337260156869888,-0.011897155083715916,0.0004974114708602428,-0.005172461271286011,-0.021893948316574097,-0.04853334650397301,3,3
138,M3E2,0.09537234244489345,0.5666666666666667,284.5054247379303,-0.36083388328552246,-0.19752447307109833,-0.031048575416207314,0.2791902422904968,-0.0028605915140360594,-0.018719887360930443,-0.029239069670438766,-0.0024046467151492834,-0.09037262201309204,3,3
139,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,3
140,DA,0.1105990555444587,0.18905472636815923,216.93333411216736,-0.14713657218934034,-0.04353173001959204,-0.019523763827199912,0.1888966139022439,0.028084600285714266,-0.003674908710662283,0.025366658500938555,0.007077031836306523,-0.049261984379047295,3,4
141,Dragonnet,0.12613059122741832,0.4899639562698124,338.6413071155548,-0.13137443363666534,-0.04331440106034279,0.04875563830137253,0.13249899446964264,0.017656205222010612,-0.00013044406659901142,0.0560004897415638,0.025245854631066322,-0.029040377587080002,3,4
142,CEVAE,0.07622542999872231,0.4809070691838224,741.7149720191956,,-0.04049256443977356,0.014914763160049915,,0.005223274230957031,-0.02848649024963379,-0.008187830448150635,0.01036271546036005,-0.05838877335190773,3,4
143,M3E2,0.11065053949374629,0.5536363636363636,289.5105137825012,-0.2624577283859253,-0.12585154175758362,-0.035893723368644714,0.29323625564575195,-0.02360152080655098,-0.13139896094799042,0.014106079004704952,-0.0088315699249506,-0.11387225985527039,3,4
144,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,4
145,DA,0.11611760630856699,0.20528455284552846,218.07819032669067,-0.15529237182041966,-0.06854894351004334,-0.004213722605472879,0.14941951922778154,0.04004207406649213,-0.018305016013658776,0.025924395133501362,-0.013955574189475135,-0.05305184230079996,3,5
146,Dragonnet,0.11965527297150219,0.4943787818367833,347.61228108406067,-0.15751194953918457,-0.020926818251609802,-0.0319039411842823,0.11208030581474304,0.05936632677912712,-0.0531756728887558,-0.01891227625310421,0.04451664164662361,-0.022847341373562813,3,5
147,CEVAE,0.1334040492622242,0.49486960201047203,783.7585077285767,-0.1240076944231987,-0.04636388644576073,0.03362131118774414,0.12789154052734375,0.008090615272521973,-0.022940872237086296,-0.006686150562018156,-0.00577014684677124,-0.04526269808411598,3,5
148,M3E2,0.1342368772784147,0.546969696969697,287.3023030757904,-0.2574755549430847,-0.20062990486621857,-0.006146779749542475,0.25017261505126953,-0.039740536361932755,-0.15074217319488525,0.006703963503241539,-0.04405911639332771,-0.1190050020813942,3,5
149,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,5
150,DA,0.11970594362806018,0.23042394014962597,216.82488656044006,-0.17760940804539033,-0.051434040244345926,0.01197123359533841,0.16932207763410012,0.012420852830849514,-0.00905095635341976,0.018934832772995756,-0.0011075591369846382,-0.0922359539833733,3,6
151,Dragonnet,0.13267303642653944,0.4895086446503347,348.6451599597931,-0.2049883008003235,-0.04810613393783569,-0.0022823987528681755,0.1517503410577774,0.02187471091747284,-0.053850870579481125,-0.008117477409541607,-0.029516765847802162,-0.13886509835720062,3,6
152,CEVAE,0.16157484579728032,0.4888279024674175,666.2372999191284,-0.10708516091108322,-0.04938402399420738,0.02461111545562744,0.1256992369890213,0.00011101365089416504,,,-0.004074782133102417,-0.10128357261419296,3,6
153,M3E2,0.12450696253609975,0.546969696969697,286.7347068786621,-0.31775474548339844,-0.1217360571026802,0.030844315886497498,0.24529516696929932,0.0006005951436236501,-0.06500810384750366,-0.05443815141916275,-0.054061900824308395,-0.18367056548595428,3,6
154,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,6
155,DA,0.11652783426696708,0.31312217194570136,213.05339694023132,-0.15226100425822559,-0.04587572809598676,0.027429400835819257,0.16195023320637986,0.05104674860562905,-0.012476530289828853,0.007548185149536363,0.0290085223083655,-0.06382599779007163,3,7
156,Dragonnet,0.14434869178309498,0.48023316155958173,346.7344195842743,-0.13562797009944916,-0.0766347199678421,-0.054609742015600204,0.07372534275054932,0.008911221288144588,-0.023347273468971252,-0.04970158636569977,-0.013803645968437195,-0.10811496526002884,3,7
157,CEVAE,0.17323332417155002,0.4759303521569098,628.3093571662903,-0.11766444146633148,-0.029005499556660652,0.03365517407655716,0.10760635137557983,,,,0.008258715271949768,-0.054292943328619,3,7
158,M3E2,0.14607122372082926,0.5445454545454546,288.8877866268158,-0.10617431253194809,-0.1636868268251419,0.09831713885068893,0.3154844343662262,0.09436917304992676,-0.09016039222478867,0.12490104883909225,-0.026496516540646553,-0.14397943019866943,3,7
159,TrueTreat,0.0,0.0,0.0,-0.44715711835757965,-0.10912746262799736,-0.024124367018002156,0.4658731758411227,0.06934705062859976,0.08868974481724669,0.020685370370614943,0.15675016920596183,0.01095454224398206,3,7
