,Method,MAE,F1_Test,Time(s),T0,T1,T2,T3,T4,T5,T6,T7,T8,seed_data,seed_models
0,DA,0.4901406320456597,0.027705627705627702,178.20212388038635,0.01198856484943722,-0.0905038366252419,0.13781767912717824,0.09014617108845797,0.14410050338330663,-0.19267824161556568,-0.1012265264885791,-0.11620788500558783,-0.0632350946315625,8,0
1,CEVAE,0.4772777354106541,0.4336438611989961,753.632675409317,-0.11356678605079651,-0.09702033549547195,0.038324832916259766,0.02457520365715027,0.07632911950349808,-0.14230108261108398,-0.11426034569740295,-0.13527953624725342,-0.06650406122207642,8,0
2,M3E2,0.6050066079292267,0.6575757575757576,281.5377712249756,-0.20634064078330994,-0.4731701910495758,-0.08609430491924286,-0.1422579288482666,-0.003363671712577343,-0.4104410409927368,-0.3536379337310791,-0.4404517114162445,-0.30539554357528687,8,0
3,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,0
4,DA,0.48615617408747336,0.07269653423499578,176.55943250656128,0.004567891634458358,-0.09563777974274201,0.14767751289654565,0.07669993560904764,0.151207086347231,-0.18736563372764292,-0.05945716886263431,-0.14665491141917297,-0.027935114521808364,8,1
5,CEVAE,0.468083274351001,0.4369926826331367,752.9056491851807,-0.040272168815135956,-0.11411527544260025,0.004244535695761442,0.0319250226020813,0.07816848158836365,-0.14835715293884277,-0.09520628303289413,-0.14170660078525543,-0.07141563296318054,8,1
6,M3E2,0.5913534859371088,0.673939393939394,282.35846281051636,-0.1166183277964592,-0.2514037787914276,0.15067648887634277,0.05954572185873985,0.27682268619537354,-0.3575093448162079,-0.17066055536270142,-0.2835780680179596,-0.1680280864238739,8,1
7,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,1
8,DA,0.49537193723279876,0.07846410684474124,176.65313076972961,-0.002566660053390785,-0.10865555288665293,0.13085119907026013,0.08784496565819037,0.16201124192942198,-0.18893539613290714,-0.08356724283269854,-0.16550774976517085,-0.041069111471602186,8,2
9,CEVAE,0.3860983355855842,0.43532523205310075,608.3027358055115,-0.05104812979698181,-0.10195969045162201,-0.003699530614539981,0.009794384241104126,,-0.1513998806476593,,,-0.07597015053033829,8,2
10,M3E2,0.5842208418963919,0.6621212121212121,282.8092312812805,-0.3069228529930115,-0.3922748267650604,-0.16496728360652924,-0.15116798877716064,0.08832798153162003,-0.42319828271865845,-0.20847788453102112,-0.508949339389801,-0.15863336622714996,8,2
11,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,2
12,DA,0.49542706654353846,0.10007698229407237,178.5083692073822,0.024881370393368966,-0.10546389354335702,0.13367565144282706,0.08725300747645379,0.1566175399069214,-0.18324154104639198,-0.07155135557524223,-0.16659295709792551,-0.0878303254243742,8,3
13,CEVAE,0.4806902617184886,0.43929864483039416,752.8429479598999,-0.06025741994380951,-0.13188911974430084,0.03822892904281616,0.015678388997912407,0.0788186639547348,-0.15535929799079895,-0.08226225525140762,-0.17315436899662018,-0.10322559624910355,8,3
14,M3E2,0.4878687239324287,0.6472727272727272,282.86150217056274,-0.314995139837265,-0.42393842339515686,-0.05552117899060249,-0.01567097194492817,-0.025354456156492233,-0.11543545871973038,-0.36644890904426575,0.060855962336063385,0.15993516147136688,8,3
15,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,3
16,DA,0.4970589506343772,0.054771784232365145,178.12787914276123,-0.01600510446502115,-0.10021098157105762,0.17543314654529468,0.06826491647004286,0.1784671914465712,-0.17980792102983514,-0.0821600627986701,-0.13454179041677577,-0.05130112567123288,8,4
17,CEVAE,0.4767848555554866,0.4378611623578475,650.632504940033,-0.04725715517997742,,,-0.007242410909384489,0.10012631863355637,-0.1555338054895401,-0.09540324658155441,-0.1418384313583374,-0.07680238783359528,8,4
18,M3E2,0.6477908334353137,0.6506060606060606,279.2008545398712,-0.39751702547073364,-0.4960207939147949,-0.06023794040083885,-0.1943356692790985,0.09616436809301376,-0.5075053572654724,-0.38707882165908813,-0.4433498978614807,-0.2697165310382843,8,4
19,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,4
20,DA,0.4934812999752139,0.08306188925081434,176.0237329006195,-0.002787432755246534,-0.09922417976754926,0.13547511242727261,0.08828406852806626,0.15079855145672855,-0.19918685195808197,-0.07428356839733401,-0.14065155207011737,-0.06330206712163473,8,5
21,CEVAE,0.5243548128312974,0.4392606311982185,669.8965816497803,,-0.11595785617828369,0.03893959894776344,0.020753445103764534,0.0902392789721489,-0.15583929419517517,,-0.13801243901252747,-0.07816368341445923,8,5
22,M3E2,0.5153785390955112,0.6584848484848485,280.6825604438782,-0.2797762155532837,-0.2762300372123718,-0.22872890532016754,0.004961395636200905,-0.03967607393860817,-0.3667873442173004,-0.07987271994352341,-0.2569441795349121,-0.1549016237258911,8,5
23,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,5
24,DA,0.492667297181193,0.06709265175718851,178.10422086715698,-0.01170007597822122,-0.0920419237438935,0.12992594509749747,0.10351294437498275,0.17180685178505473,-0.1911246786752548,-0.07718754447360789,-0.1294712848005259,-0.03989611040680449,8,6
25,CEVAE,0.5103218630231913,0.44544057888137084,627.5851838588715,-0.0597238726913929,-0.1307464838027954,,,0.06454898416996002,-0.1357099562883377,-0.07808388769626617,-0.13781654834747314,,8,6
26,M3E2,0.6537168497395418,0.6496969696969697,280.4469931125641,-0.3561689257621765,-0.4918784201145172,-0.11261089891195297,-0.032645683735609055,0.031524717807769775,-0.5717207789421082,-0.38332584500312805,-0.4318521320819855,-0.27489909529685974,8,6
27,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,6
28,DA,0.48915463734115,0.06821963394342763,177.6975998878479,-0.0069758080210742986,-0.10345889997424013,0.11970231184432169,0.06108393169133414,0.1537138930797683,-0.17809842971482762,-0.09167255616732004,-0.1579473031259004,-0.042400287156670234,8,7
29,CEVAE,0.42970617304972386,0.4227991460836914,667.5534484386444,-0.06294351071119308,-0.11873272806406021,0.031579285860061646,0.01700150966644287,0.06249154731631279,-0.14462095499038696,,,-0.06633347272872925,8,7
30,M3E2,0.3938632077826645,0.6654545454545454,275.810316324234,0.07392276078462601,0.05989522114396095,-0.24864345788955688,-0.09534064680337906,-0.08251731097698212,0.1053769439458847,-0.14713582396507263,-0.25848260521888733,-0.21526530385017395,8,7
31,TrueTreat,0.0,0.0,0.0,0.022801179154954943,0.2728206833180276,-0.4867425772556366,-0.3465873830592348,-0.5741228935505409,0.6024585758353853,0.4319590421449798,0.5511390711390337,0.19870690983710024,8,7
